,"Active Status","Type","Item","Description","Sales Tax Code","Account","COGS Account","Asset Account","Accumulated Depreciation","Purchase Description","Quantity On Hand","U/M","Cost","Preferred Vendor","Tax Agency","Price","Reorder Pt (Min)","MPN","MARK UP"
,"Active","Inventory Part","Bleach:1141","Bolt Powdered Bleach 50# Pail","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"Bolt Powdered Bleach 50# Pai..POWERBOX50",0,,29.90,"Sweet Brokerage & Distr.",,41.50,"",,
,"Active","Inventory Part","Bleach:1141- Linen","CLO30772CT CLOROX SALES CO. ..Bleach with CloroMax Technology, Clean Linen Scent, 64 oz Bottle, ...","Tax","1300 · Inventory:1301 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies","1120 · Inventory Asset",0.00,"CLO30772CT CLOROX SALES CO. ..Bleach with CloroMax Technology, Clean Linen Scent, 64 oz Bottle, ...",0,,25.76,"Essendant",,33.488,0,,
,"Active","Inventory Part","Bleach:1143","Clorox Bleach (8/64oz)..clo 30769","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"Clorox Bleach (8/64oz)..clo 30769",0,,20.69,"Sweet Brokerage & Distr.",,28.97,"",,
,"Not-active","Inventory Part","Bleach:141-G-C","KIKBLEACH6 KIK INTERNATIONAL..Liquid Bleach, 1gal Bottle, 6/Carton","Tax","1300 · Inventory:1301 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies","1120 · Inventory Asset",0.00,"KIKBLEACH6 KIK INTERNATIONAL..Liquid Bleach, 1gal Bottle, 6/Carton",0,,13.14,"Essendant",,20.95,0,,
,"Active","Inventory Part","Bleach:20059647210147","KIKBLEACH6 KIK INTERNATIONAL..Liquid Bleach, 1gal Bottle, 6/Carton..PURE BRIGHT GERMICIDE ULTRA ...","Tax","1300 · Inventory:1301 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies","1120 · Inventory Asset",0.00,"KIK BLEACH6 KIK INTERNATIONAL..Liquid Bleach, 1gal Bottle, 6/Carton 1141-G-C. ..PURE BRIGHT GERM...",2,,66.86,"Essendant",,81.549,0,,
,"Active","Inventory Part","Bleach:2028-G-C","Clorox outdoor bleach (3/120oz)..CLO 30791","Tax","1300 · Inventory:1301 · Janitorial Supplies","4000 · Gross Sales:4001 · Janitorial Supplies","4000 · Gross Sales:4001 · Janitorial Supplies",0.00,"Clorox outdoor bleach (3/120oz)..CLO 30791",0,,14.99,"Sweet Brokerage & Distr.",,21.99,"",,
,"Not-active","Inventory Part","Bleach:2080-C","Ultra Clorox Bleach (8/64oz) ..clo 30772","Tax","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"Ultra Clorox Bleach (8/64oz) ..clo 30772",0,,22.04,"Essendant",,30.86,"",,
,"Active","Inventory Part","Body Wash","Body Wash All Types","Tax","5000 · Cost of Goods Sold","5000 · Cost of Goods Sold","1120 · Inventory Asset",0.00,"Body Wash All Types",0,,0.00,,,0.00,0,,
,"Active","Inventory Part","Body Wash:1349","BW Body & Hair Wash (800 ml)  (12) Soap..5020BW","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"BW Body & Hair Wash (800 ml)  (12) Soap..5020BW",0,,32.98,"Sweet Brokerage & Distr.",,48.17,0,,
,"Active","Inventory Part","bpl-cp-100","LED COLOR POOL LIGHT ---------------5G 100FT","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"LED COLOR POOL LIGHT ---------------5G 100FT",-20,,300.00,"B Pool Products",,400.98,"","BPL-CP-100",
,"Active","Inventory Part","bpl-cs-100","BPL-CS-100 LED COLOR SPA LIGHT  100FT","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"BPL-CS-100 LED COLOR SPA LIGHT  100FT",25,,250.00,"B Pool Products",,350.00,"","BPL-CS-100",
,"Active","Inventory Part","Brush","Brush All Types","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold","1120 · Inventory Asset",0.00,"Brush All Types",18,,0.00,,,0.00,0,,
,"Active","Inventory Part","Brush:042601030048","A & B 18' Combination brush 3004","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"A & B 18' Combination brush 3004",10,,31.78,,,39.91,0,,
,"Not-active","Inventory Part","Brush:042601030048:PMNT-ABB3004","A & B 18' Combination brush","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"A & B 18' Combination brush",-1,,30.02,,,38.40,"",,
,"Active","Inventory Part","Brush:042601030109","A & B 18' Curved brush metal handle.","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"A & B 18' Curved brush metal handle.",5,,15.81,,,19.85,"","042601030109",
,"Not-active","Inventory Part","Brush:042601030109:DP-RMNT-3010","A & B 18' Curved brush metal handle.","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"A & B 18' Curved brush metal handle.",-1,,11.70,,,16.00,"",,
,"Active","Inventory Part","Brush:042601030208","A & B 24' Pool Brush with metal handle","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"A & B 24' Pool Brush with metal handle..(AB932C)",0,,39.68,,,49.60,0,,
,"Not-active","Inventory Part","Brush:042601030208:PMNT-ABB3020","A & B 24' Pool Brush with metal handle","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"A & B 24' Pool Brush with metal handle",0,,28.35,"Horner Xpress",,37.10,"",,
,"Active","Inventory Part","Brush:042601030246","A & B 24' Combo Pool Brush with metal handle. (AB932C) 3024","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"A & B 24' Combo Pool Brush with metal handle. (AB932C) 3024",0,,67.24,"SCP Distributors LLC (DORAL)",,80.95,0,"3024",
,"Not-active","Inventory Part","Brush:042601030246:PMNT-ABB3024","A & B 24' Combo Pool Brush with metal handle. (AB932C)","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"A & B 24' Combo Pool Brush with metal handle. (AB932C)",0,,40.66,,,52.85,"",,
,"Active","Inventory Part","Brush:042601030307","A & B 36' Pool Brush with metal handle              3030","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"A & B 36' Pool Brush with metal handle..3030",0,,68.97,,,83.40,"",,
,"Active","Inventory Part","Brush:042601030321","A & B 36' Combo Pool Brush with metal handle.3032","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"A & B 36' Combo Pool Brush with metal handle.3032",0,,83.84,"SCP Distributors LLC (DORAL)",,79.31,"","3032",
,"Active","Inventory Part","Brush:1815-Brush","Total-Reach Cobwed Duster Brush each..UNG COBW0","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"Total-Reach Cobwed Duster Brush each..UNG COBW0......page 208 - 8362PRO",0,,5.60,"Sweet Brokerage & Distr.",,9.54,"",,
,"Active","Inventory Part","Brush:1852","Standard Bowl Brush/Wire ( 1)","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"Standard Bowl Brush/Wire (1)..page 257 Wilen50330WIL ..$1.30 each (not in cases)",0,,1.26,"Sweet Brokerage & Distr.",,1.90,"",,
,"Active","Inventory Part","Brush:1855-Brush","Toilet Bowl Brush..RCP 6310 WH BRUSH","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"Toilet Bowl Brush..RCP 6310 WH  Brush",0,,2.08,"Sweet Brokerage & Distr.",,2.91,"",,
,"Active","Inventory Part","Brush:1855-Caddy","Toilet Bowl  Brush Caddy..6311WH","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"Toilet Bowl  Brush Caddy..6311WH",0,,1.84,"Sweet Brokerage & Distr.",,2.58,"",,
,"Active","Inventory Part","Brush:2303","Smart color swivel corner brush..UNG CB20G","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"Smart color swivel corner brush..UNG CB20G",0,,11.59,"Sweet Brokerage & Distr.",,18.54,"",,
,"Active","Inventory Part","Brush:2310","Palmyra Fiber Floor Brush heavy sweep 24''..BWK 20124","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"Palmyra Fiber Floor Brush heavy sweep 24''..BWK 20124",0,,11.91,"Sweet Brokerage & Distr.",,19.08,"",,
,"Not-active","Inventory Part","Brush:2351","Nylon Tuck Brush..RCP 9B72 Grey","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"Nylon Tuck Brush..RCP 9B72 Grey",-1,,11.85,"Essendant",,16.59,"",,
,"Not-active","Inventory Part","Brush:2381-N","Tile & Grout Brush( Nylon)(1)..Bwk 4208","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"Tile & Grout Brush( Nylon)(1)..Bwk 4208",0,,2.99,"Essendant",,4.18,"",,
,"Active","Inventory Part","Brush:2381-Unit","Tile & Grout Brush - Rubbermaid (1)..6481BK..37019","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"Tile & Grout Brush - Rubbermaid (1)(metal)..#6481BK..37019",0,,2.00,"Impact Products, Inc.",,2.99,"",,"25%"
,"Active","Inventory Part","Brush:2382","'6 Iron Handle Brush - Rubbermaid","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"'6 Iron Handle Brush - Rubbermaid..RCP 6482 COB BRU 136",0,,1.81,"Sweet Brokerage & Distr.",,2.53,"",,"20%"
,"Active","Inventory Part","Brush:2384","Wood  Wash Brush 10' (1) 7117","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"Wood  Wash Brush 10' (1) 7117",0,,2.50,"Sweet Brokerage & Distr.",,4.99,"",,
,"Active","Inventory Part","Brush:2385","Brush-Deck  10'  Plastic (1)..193PSEB","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"Deck Brush 10' (1) ..193PSEB-?",0,,4.60,"Sweet Brokerage & Distr.",,6.84,"",,
,"Active","Inventory Part","Brush:5011-27","Standard 27' Brush","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Standard 27' Brush",0,,16.50,"Heritage Pool Supply",,36.30,"",,
,"Active","Inventory Part","Brush:735421360142","Ajust-A-Brush replacement scrubber pad..(BROWN COARSE) PROD 75 36014","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Ajust-A-Brush replacement scrubber pad..(BROWN COARSE) PROD075 36014",12,,4.76,,,8.25,0,"075",
,"Not-active","Inventory Part","Brush:735421360142:5054","Adjust-A-Brush Replacement Pads. (brown-coarse)","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Adjust-A-Brush Replacement Pads..SP-F Fine..SP-M Medium..SP-C Coarse",0,,2.69,"Heritage Pool Supply",,5.62,"",,
,"Not-active","Inventory Part","Brush:735421360142:PMNT-AABSPC","Ajust-A-Brush replacement scrubber pad..(brown-coarse)","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Ajust-A-Brush replacement scrubber pad..(brown-coarse) PROD075",-1,,2.69,,,5.62,"",,
,"Active","Inventory Part","Brush:735421360159","Adjust-A-Brush replacement Medium scrub brush with hand knob RED","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Adjust-A-Brush replacement Medium scrub brush with hand knob (RED-Medium-PROD074)",-1,,4.55,"Adjust-A-Brush",,8.15,"","074",
,"Not-active","Inventory Part","Brush:735421360159:PMNT-AABSPM","Adjust-A-Brush replacement Medium scrub brush with hand knob (Red)","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Adjust-A-Brush replacement Medium scrub brush with hand knob (Red-Medium-PROD074)",-3,,2.69,"Adjust-A-Brush",,5.79,"",,
,"Active","Inventory Part","Brush:735421360197","Adjust-A-Brus 36'-72' telescopic handle, adjustable knuckle and medium pad","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Adjust-A-Brus 36''''-72' telescopic handle, adjustable knuckle and medium pad PROD260",2,,26.79,"Horner Xpress",,36.16,"",,
,"Active","Inventory Part","Brush:749319751035","Ocean Blue 18' Nylon brush,metal back 110010","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Ocean Blue 18' Nylon brush,metal back 110010",0,,8.67,"SCP Distributors LLC (DORAL)",,14.95,"","110010",
,"Active","Inventory Part","Brush:749319751127","Ocean Blue 18' Combination brush, metal back brush 110012","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Ocean Blue 18' Combination brush, metal back brush..110012",-4,,16.03,"SCP Distributors LLC (DORAL)",,21.50,"","110012",
,"Active","Inventory Part","Brush:749319751417","36' Pool Brush with metal handle 110075B","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"36' Pool Brush with metal handle 110075B",0,,17.84,,,26.00,"","110075B",
,"Not-active","Inventory Part","Brush:749319751424","Ocean Blue 18' Algae brush S/S metal handle.110017","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Ocean Blue 18' Algae brush S/S metal handle.110017",0,,23.23,"JetLine",,43.40,"","110017",
,"Not-active","Inventory Part","Brush:DP-R111616","Rainbow Algae brush S/S metal handle.","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1304 · Pool Supplies",0.00,"Rainbow Algae brush S/S metal handle.",0,,7.56,,,7.94,"",,
,"Active","Inventory Part","Brush:LK3136","20'Utility Brush-Long Handle (1)..9B32YL","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"20'Utility Brush-Long Handle (1)..9B32YL",0,,4.03,"Essendant",,4.45,"",,
,"Not-active","Inventory Part","Brush:RBRUSH-K025CB","18 INCH METAL BACK  ALGAE BRUSH","Tax","4000 · Gross Sales:4004 · Pool Supplies","5004 · Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"18 INCH METAL BACK  ALGAE BRUSH",0,,36.00,"SCP Distributors LLC (Medley)166",,43.40,"","K025CB",
,"Active","Inventory Part","Brush:RIPP-VAC BRUSH","IPP BRUSH","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"IPP BRUSH",0,,4.00,"JetLine",,5.00,"",,
,"Not-active","Inventory Part","Brush:RMNT-ABB5010","A & B 9' Algae brush S/S metal handle.","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"A & B 9' Algae brush S/S metal handle.",0,,14.00,,,24.49,0,,
,"Not-active","Inventory Part","Brush:RMNT-ABB5010:5011-S-9","Stainless Steel 9' Brush 5010","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Stainless Steel 9' Brush 5010",0,,25.63,"Heritage Pool Supply",,32.90,"",,
,"Not-active","Inventory Part","Brush:RMNT-ABB5010:PMNT-ABB5010","A & B 9' Algae brush S/S metal handle.","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"A & B 9' Algae brush S/S metal handle.",0,,14.00,,,17.49,"",,
,"Active","Inventory Part","Brush:RSR-GW9522","Great White Lift Brush Spring","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Great White Lift Brush Spring",0,,2.35,,,3.76,"",,
,"Active","Inventory Part","Brush:SW-8220","Aluminum-Back Brush","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Aluminum-Back Brush",0,,3.70,"Swim Line",,3.90,"",,
,"Active","Inventory Part","BWK932AEA","BWK932AEA..BWK932AEA BOARDWALK..Angler Broom, 53"" Handle, Yellow","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"BWK932AEA..BWK932AEA BOARDWALK..Angler Broom, 53"" Handle, Yellow",0,,8.81,"Sweet Brokerage & Distr.",,9.691,"",,
,"Not-active","Inventory Part","BWKUBB","ULTRA BIG BLUE BWK ABC 1 CASE/12 PZS (Cleans The Toilet Bowl)","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1120 · Inventory Asset",0.00,"ULTRA BIG BLUE BWK ABC (BBL-P-012I48M-00-21430-00)",7,,28.76,"Essendant",,35.09,0,,
,"Active","Inventory Part","CANISTER","CANISTER ALL TYPES","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"CANISTER ALL TYPES",0,,"","JetLine",,0.00,0,,
,"Active","Inventory Part","CANISTER:052337059589","ZODIAC CYCLONIC LEAF CATCHER  CLC 500","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"ZODIAC CYCLONIC LEAF CATCHER  CLC 500",0,,72.59,"JetLine",,94.70,"","CLC500",
,"Active","Inventory Part","CANISTER:610377170819","Large Leaf Canister W530","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Large Leaf Canister W530",3,,80.00,"JetLine",,106.25,"","W530",
,"Active","Inventory Part","CANISTER:610377170833","Standard leaf canister W560","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Standard leaf canister W560",1,,48.40,"JetLine",,59.95,2,"W560",
,"Active","Inventory Part","CANISTER:RAQB-IPP-LEAFGOB1","IPP LEAF GOBBLER CANISTER","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"IPP LEAF GOBBLER CANISTER",0,,16.10,"JetLine",,19.99,"",,
,"Active","Inventory Part","CANISTER:RHW-AXW431B","Leaf basket for W560 canister, replacement AXW431ABK","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Leaf basket for W560 canister, replacement AXW431ABK",15,,7.38,"JetLine",,10.35,0,"AXW431ABK",
,"Not-active","Inventory Part","CANISTER:RHW-AXW431B:PHW-AXW431A","Leaf basket for W560 canister, replacement","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Leaf basket for W560 canister, replacement",-2,,4.51,,,8.50,"",,
,"Active","Inventory Part","CANISTER:RHW-AXW538","Leaf Canister Bag Replacement for Arneson W530/538","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:Pool Supplies","1300 · Inventory:1304 · Pool Supplies",0.00,"Leaf Canister Bag Replacement for Arneson W530..AXW538  HAYWARD",5,,25.48,"JetLine",,34.18,4,"AXW538",
,"Active","Inventory Part","Cartridge","Replacement Cartridge al Types","Tax","5000 · Cost of Goods Sold","5000 · Cost of Goods Sold:5005 · Pool Equipment","1120 · Inventory Asset",0.00,"Replacement Cartridge all Types",0,,0.00,,,0.00,0,,
,"Active","Inventory Part","Cartridge:2969","Replacement cartridges","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"Replacement cartridges",0,,"","Essendant",,0.00,"",,
,"Active","Inventory Part","Cartridge:3003-A","C-Mega Cartridge Bracket Gray-Plastic","Tax","4000 · Gross Sales:4003 · Paper Supplies","5000 · Cost of Goods Sold:5003 · Paper Supplies","1300 · Inventory:1303 · Paper Supplies",0.00,"C-Mega Cartridge Bracket Gray-Plastic..KCC-09023",0,,15.90,"Sweet Brokerage & Distr.",,20.08,"",,
,"Active","Inventory Part","Cartridge:3352","Gojo Creme-Style Dispenser for 4-lb and 4.5-lb cartridges  GOJ 1204","Tax","4000 · Gross Sales:4001 · Janitorial Supplies","5000 · Cost of Goods Sold:5001 · Janitorial Supplies","1300 · Inventory:1301 · Janitorial Supplies",0.00,"Gojo Creme-Style Dispenser for 4-lb and 4.5-lb cartridges  GOJ 1204",0,,13.50,,,18.90,"",,
,"Active","Inventory Part","Cartridge:5027-F","Cartridge - StariteSystem 3 PLM 150 sqft. PLM 150","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Cartridge - StariteSystem 3 PLM 150 sqft. PLM 150..27002-01506      STA-05-247",0,,99.72,"SCP Distributors LLC (BIRD ROAD)",,159.55,"","27002-01506      STA-05-247",
,"Active","Inventory Part","Cartridge:5028","Cartridge - Sta-Rite TX50 SC3SR50 Pool Filter","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Cartridge - Sta-Rite TX50 SC3SR50 Pool Filter",0,,28.00,,,42.56,"",,
,"Active","Inventory Part","Cartridge:Harmsco","Harmsco Cartridge All Types","Tax","5000 · Cost of Goods Sold","5000 · Cost of Goods Sold","1120 · Inventory Asset",0.00,"Harmsco Cartridge All Types",0,,0.00,,,0.00,0,,
,"Not-active","Inventory Part","Cartridge:Harmsco:5026-HR-E","Cartridge - Harmsco 150 Sq. Ft. Replacement Filter for Spa CFR150 (s/a C9478)","Tax","4000 · Gross Sales:4004 · Pool Supplies","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1304 · Pool Supplies",0.00,"Unicel C-9478 Replacement Filter 150 sq ft. Spa Filter..Same as HARMSCO 7RCHJCFU  $61.40",0,,55.61,,,72.29,"",,
,"Active","Inventory Part","Cartridge:Harmsco:678285171199","Harmsco - Cartridge Replacement ST-105 Pool Filter (C-7685)UNICEL","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Harmsco - Cartridge Replacement ST-105 Pool Filter (C-7685) UNICEL",0,,66.15,"JetLine",,89.30,"","C7685 UNICEL",
,"Not-active","Inventory Part","Cartridge:Harmsco:678285171199:PGEN-HARM-C7685","Harmsco - Cartridge Replacement ST-105 Pool Filter (C-7685)UNICEL","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Harmsco - Cartridge Replacement ST-105 Pool Filter (C-7685) UNICEL",0,,41.94,"JetLine",,56.62,"","C7685 UNICEL",
,"Active","Inventory Part","Cartridge:Harmsco:RGEN-HARM-380","Harmsco Red Top Filter Cartridge..(6 square feet, 20 micron)","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Harmsco Red Top Filter Cartridge..(6 square feet, 20 micron)",0,,2.63,,,6.25,"",,
,"Active","Inventory Part","Cartridge:Harmsco:RGEN-HARM-380:5026-HR-A","Cartridge - Harmsco Red Top Filter..(6 sq. feet, 20 micron)","Tax","4000 · Gross Sales:4005 · Pool Equipment","5000 · Cost of Goods Sold:5005 · Pool Equipment","1300 · Inventory:1305 · Pool Equipment",0.00,"Harmsco Red Top Filter Cartridge..(6 square feet, 20 micron)..Unicel. (Original a $2.78). Ver SC...",0,,2.63,,,6.25,"",,
